# ln(x) rounding bounds for all valid bfloat16 inputs (MPFR 4.2.1)
# lb=(y_prev+y)/2, ub=(y+y_next)/2; edge open/closed by ties-to-even
#   y even -> [lb,ub] rounds to y (closed); y odd -> (lb,ub) (open)
# columns: u,i1,i2,scope,edge,lb_hex,ub_hex,y_hex,y_bits,lb_dec,ub_dec
16209,126,81,LP,closed,-0x3.42p-4,-0x3.3ep-4,-0x3.4p-4,0xBE50,-0.20361328125,-0.20263671875
16210,126,82,LP,open,-0x3.2ep-4,-0x3.2ap-4,-0x3.2cp-4,0xBE4B,-0.19873046875,-0.19775390625
16211,126,83,LP,closed,-0x3.1ap-4,-0x3.16p-4,-0x3.18p-4,0xBE46,-0.19384765625,-0.19287109375
16212,126,84,LP,open,-0x3.06p-4,-0x3.02p-4,-0x3.04p-4,0xBE41,-0.18896484375,-0.18798828125
16213,126,85,LP,closed,-0x2.f2p-4,-0x2.eep-4,-0x2.fp-4,0xBE3C,-0.18408203125,-0.18310546875
16214,126,86,LP,closed,-0x2.e2p-4,-0x2.dep-4,-0x2.ep-4,0xBE38,-0.18017578125,-0.17919921875
16215,126,87,LP,open,-0x2.cep-4,-0x2.cap-4,-0x2.ccp-4,0xBE33,-0.17529296875,-0.17431640625
16216,126,88,LP,closed,-0x2.bap-4,-0x2.b6p-4,-0x2.b8p-4,0xBE2E,-0.17041015625,-0.16943359375
16217,126,89,LP,open,-0x2.a6p-4,-0x2.a2p-4,-0x2.a4p-4,0xBE29,-0.16552734375,-0.16455078125
16218,126,90,LP,open,-0x2.96p-4,-0x2.92p-4,-0x2.94p-4,0xBE25,-0.16162109375,-0.16064453125
16219,126,91,LP,closed,-0x2.82p-4,-0x2.7ep-4,-0x2.8p-4,0xBE20,-0.15673828125,-0.15576171875
16220,126,92,LP,open,-0x2.6ep-4,-0x2.6ap-4,-0x2.6cp-4,0xBE1B,-0.15185546875,-0.15087890625
16221,126,93,LP,open,-0x2.5ep-4,-0x2.5ap-4,-0x2.5cp-4,0xBE17,-0.14794921875,-0.14697265625
16222,126,94,LP,closed,-0x2.4ap-4,-0x2.46p-4,-0x2.48p-4,0xBE12,-0.14306640625,-0.14208984375
16223,126,95,LP,open,-0x2.36p-4,-0x2.32p-4,-0x2.34p-4,0xBE0D,-0.13818359375,-0.13720703125
16224,126,96,LP,open,-0x2.26p-4,-0x2.22p-4,-0x2.24p-4,0xBE09,-0.13427734375,-0.13330078125
16225,126,97,LP,closed,-0x2.12p-4,-0x2.0ep-4,-0x2.1p-4,0xBE04,-0.12939453125,-0.12841796875
16226,126,98,LP,open,-0x1.ffp-4,-0x1.fdp-4,-0x1.fep-4,0xBDFF,-0.124755859375,-0.124267578125
16227,126,99,LP,closed,-0x1.edp-4,-0x1.ebp-4,-0x1.ecp-4,0xBDF6,-0.120361328125,-0.119873046875
16228,126,100,LP,open,-0x1.dbp-4,-0x1.d9p-4,-0x1.dap-4,0xBDED,-0.115966796875,-0.115478515625
16229,126,101,LP,closed,-0x1.c9p-4,-0x1.c7p-4,-0x1.c8p-4,0xBDE4,-0.111572265625,-0.111083984375
16230,126,102,LP,open,-0x1.b7p-4,-0x1.b5p-4,-0x1.b6p-4,0xBDDB,-0.107177734375,-0.106689453125
16231,126,103,LP,closed,-0x1.a5p-4,-0x1.a3p-4,-0x1.a4p-4,0xBDD2,-0.102783203125,-0.102294921875
16232,126,104,LP,closed,-0x1.95p-4,-0x1.93p-4,-0x1.94p-4,0xBDCA,-0.098876953125,-0.098388671875
16233,126,105,LP,open,-0x1.83p-4,-0x1.81p-4,-0x1.82p-4,0xBDC1,-0.094482421875,-0.093994140625
16234,126,106,LP,closed,-0x1.71p-4,-0x1.6fp-4,-0x1.7p-4,0xBDB8,-0.090087890625,-0.089599609375
16235,126,107,LP,open,-0x1.5fp-4,-0x1.5dp-4,-0x1.5ep-4,0xBDAF,-0.085693359375,-0.085205078125
16236,126,108,LP,open,-0x1.4fp-4,-0x1.4dp-4,-0x1.4ep-4,0xBDA7,-0.081787109375,-0.081298828125
16237,126,109,LP,closed,-0x1.3dp-4,-0x1.3bp-4,-0x1.3cp-4,0xBD9E,-0.077392578125,-0.076904296875
16238,126,110,LP,open,-0x1.2bp-4,-0x1.29p-4,-0x1.2ap-4,0xBD95,-0.072998046875,-0.072509765625
16239,126,111,LP,open,-0x1.1bp-4,-0x1.19p-4,-0x1.1ap-4,0xBD8D,-0.069091796875,-0.068603515625
16240,126,112,LP,closed,-0x1.09p-4,-0x1.07p-4,-0x1.08p-4,0xBD84,-0.064697265625,-0.064208984375
16241,126,113,LP,open,-0xf.78p-8,-0xf.68p-8,-0xf.7p-8,0xBD77,-0.0604248046875,-0.0601806640625
16242,126,114,LP,closed,-0xe.68p-8,-0xe.58p-8,-0xe.6p-8,0xBD66,-0.0562744140625,-0.0560302734375
16243,126,115,LP,open,-0xd.58p-8,-0xd.48p-8,-0xd.5p-8,0xBD55,-0.0521240234375,-0.0518798828125
16244,126,116,LP,open,-0xc.58p-8,-0xc.48p-8,-0xc.5p-8,0xBD45,-0.0482177734375,-0.0479736328125
16245,126,117,LP,closed,-0xb.48p-8,-0xb.38p-8,-0xb.4p-8,0xBD34,-0.0440673828125,-0.0438232421875
16246,126,118,LP,open,-0xa.38p-8,-0xa.28p-8,-0xa.3p-8,0xBD23,-0.0399169921875,-0.0396728515625
16247,126,119,LP,open,-0x9.38p-8,-0x9.28p-8,-0x9.3p-8,0xBD13,-0.0360107421875,-0.0357666015625
16248,126,120,LP,closed,-0x8.28p-8,-0x8.18p-8,-0x8.2p-8,0xBD02,-0.0318603515625,-0.0316162109375
16249,126,121,LP,open,-0x7.1cp-8,-0x7.14p-8,-0x7.18p-8,0xBCE3,-0.02777099609375,-0.02764892578125
16250,126,122,LP,closed,-0x6.14p-8,-0x6.0cp-8,-0x6.1p-8,0xBCC2,-0.02374267578125,-0.02362060546875
16251,126,123,LP,closed,-0x5.14p-8,-0x5.0cp-8,-0x5.1p-8,0xBCA2,-0.01983642578125,-0.01971435546875
16252,126,124,LP,open,-0x4.0cp-8,-0x4.04p-8,-0x4.08p-8,0xBC81,-0.01580810546875,-0.01568603515625
16253,126,125,LP,open,-0x3.06p-8,-0x3.02p-8,-0x3.04p-8,0xBC41,-0.011810302734375,-0.011749267578125
16254,126,126,LP,open,-0x2.06p-8,-0x2.02p-8,-0x2.04p-8,0xBC01,-0.007904052734375,-0.007843017578125
16255,126,127,LP,closed,-0x1.01p-8,-0xf.f8p-12,-0x1p-8,0xBB80,-0.0039215087890625,-0.00389862060546875
16256,127,0,LP,closed,-0x0p+0,0x0p+0,0x0p+0,0x0000,-0,0
16257,127,1,LP,open,0x1.fdp-8,0x1.ffp-8,0x1.fep-8,0x3BFF,0.0077667236328125,0.0077972412109375
16258,127,2,LP,closed,0x3.f6p-8,0x3.fap-8,0x3.f8p-8,0x3C7E,0.015472412109375,0.015533447265625
16259,127,3,LP,closed,0x5.ecp-8,0x5.f4p-8,0x5.fp-8,0x3CBE,0.02313232421875,0.02325439453125
16260,127,4,LP,closed,0x7.dcp-8,0x7.e4p-8,0x7.ep-8,0x3CFC,0.03070068359375,0.03082275390625
16261,127,5,LP,open,0x9.c8p-8,0x9.d8p-8,0x9.dp-8,0x3D1D,0.0382080078125,0.0384521484375
16262,127,6,LP,closed,0xb.b8p-8,0xb.c8p-8,0xb.cp-8,0x3D3C,0.0457763671875,0.0460205078125
16263,127,7,LP,closed,0xd.98p-8,0xd.a8p-8,0xd.ap-8,0x3D5A,0.0531005859375,0.0533447265625
16264,127,8,LP,closed,0xf.78p-8,0xf.88p-8,0xf.8p-8,0x3D78,0.0604248046875,0.0606689453125
16265,127,9,LP,open,0x1.15p-4,0x1.17p-4,0x1.16p-4,0x3D8B,0.067626953125,0.068115234375
16266,127,10,LP,closed,0x1.33p-4,0x1.35p-4,0x1.34p-4,0x3D9A,0.074951171875,0.075439453125
16267,127,11,LP,open,0x1.51p-4,0x1.53p-4,0x1.52p-4,0x3DA9,0.082275390625,0.082763671875
16268,127,12,LP,closed,0x1.6fp-4,0x1.71p-4,0x1.7p-4,0x3DB8,0.089599609375,0.090087890625
16269,127,13,LP,closed,0x1.8bp-4,0x1.8dp-4,0x1.8cp-4,0x3DC6,0.096435546875,0.096923828125
16270,127,14,LP,open,0x1.a9p-4,0x1.abp-4,0x1.aap-4,0x3DD5,0.103759765625,0.104248046875
16271,127,15,LP,open,0x1.c5p-4,0x1.c7p-4,0x1.c6p-4,0x3DE3,0.110595703125,0.111083984375
16272,127,16,LP,open,0x1.e1p-4,0x1.e3p-4,0x1.e2p-4,0x3DF1,0.117431640625,0.117919921875
16273,127,17,LP,open,0x1.fdp-4,0x1.ffp-4,0x1.fep-4,0x3DFF,0.124267578125,0.124755859375
16274,127,18,LP,open,0x2.1ap-4,0x2.1ep-4,0x2.1cp-4,0x3E07,0.13134765625,0.13232421875
16275,127,19,LP,closed,0x2.36p-4,0x2.3ap-4,0x2.38p-4,0x3E0E,0.13818359375,0.13916015625
16276,127,20,LP,open,0x2.52p-4,0x2.56p-4,0x2.54p-4,0x3E15,0.14501953125,0.14599609375
16277,127,21,LP,closed,0x2.6ep-4,0x2.72p-4,0x2.7p-4,0x3E1C,0.15185546875,0.15283203125
16278,127,22,LP,closed,0x2.86p-4,0x2.8ap-4,0x2.88p-4,0x3E22,0.15771484375,0.15869140625
16279,127,23,LP,open,0x2.a2p-4,0x2.a6p-4,0x2.a4p-4,0x3E29,0.16455078125,0.16552734375
16280,127,24,LP,closed,0x2.bep-4,0x2.c2p-4,0x2.cp-4,0x3E30,0.17138671875,0.17236328125
16281,127,25,LP,open,0x2.dap-4,0x2.dep-4,0x2.dcp-4,0x3E37,0.17822265625,0.17919921875
16282,127,26,LP,open,0x2.f2p-4,0x2.f6p-4,0x2.f4p-4,0x3E3D,0.18408203125,0.18505859375
16283,127,27,LP,closed,0x3.0ep-4,0x3.12p-4,0x3.1p-4,0x3E44,0.19091796875,0.19189453125
16284,127,28,LP,open,0x3.2ap-4,0x3.2ep-4,0x3.2cp-4,0x3E4B,0.19775390625,0.19873046875
16285,127,29,LP,open,0x3.42p-4,0x3.46p-4,0x3.44p-4,0x3E51,0.20361328125,0.20458984375
16286,127,30,LP,closed,0x3.5ep-4,0x3.62p-4,0x3.6p-4,0x3E58,0.21044921875,0.21142578125
16287,127,31,LP,closed,0x3.76p-4,0x3.7ap-4,0x3.78p-4,0x3E5E,0.21630859375,0.21728515625
16288,127,32,LP,closed,0x3.8ep-4,0x3.92p-4,0x3.9p-4,0x3E64,0.22216796875,0.22314453125
16289,127,33,LP,open,0x3.aap-4,0x3.aep-4,0x3.acp-4,0x3E6B,0.22900390625,0.22998046875
16290,127,34,LP,open,0x3.c2p-4,0x3.c6p-4,0x3.c4p-4,0x3E71,0.23486328125,0.23583984375
16291,127,35,LP,closed,0x3.dep-4,0x3.e2p-4,0x3.ep-4,0x3E78,0.24169921875,0.24267578125
16292,127,36,LP,closed,0x3.f6p-4,0x3.fap-4,0x3.f8p-4,0x3E7E,0.24755859375,0.24853515625
16293,127,37,LP,closed,0x4.0cp-4,0x4.14p-4,0x4.1p-4,0x3E82,0.2529296875,0.2548828125
16294,127,38,LP,open,0x4.24p-4,0x4.2cp-4,0x4.28p-4,0x3E85,0.2587890625,0.2607421875
16295,127,39,LP,closed,0x4.3cp-4,0x4.44p-4,0x4.4p-4,0x3E88,0.2646484375,0.2666015625
16296,127,40,LP,open,0x4.54p-4,0x4.5cp-4,0x4.58p-4,0x3E8B,0.2705078125,0.2724609375
16297,127,41,LP,closed,0x4.6cp-4,0x4.74p-4,0x4.7p-4,0x3E8E,0.2763671875,0.2783203125
16298,127,42,LP,open,0x4.84p-4,0x4.8cp-4,0x4.88p-4,0x3E91,0.2822265625,0.2841796875
16299,127,43,LP,closed,0x4.9cp-4,0x4.a4p-4,0x4.ap-4,0x3E94,0.2880859375,0.2900390625
16300,127,44,LP,open,0x4.b4p-4,0x4.bcp-4,0x4.b8p-4,0x3E97,0.2939453125,0.2958984375
16301,127,45,LP,closed,0x4.ccp-4,0x4.d4p-4,0x4.dp-4,0x3E9A,0.2998046875,0.3017578125
16302,127,46,LP,open,0x4.e4p-4,0x4.ecp-4,0x4.e8p-4,0x3E9D,0.3056640625,0.3076171875
16303,127,47,LP,closed,0x4.fcp-4,0x5.04p-4,0x5p-4,0x3EA0,0.3115234375,0.3134765625
16304,127,48,LP,open,0x5.14p-4,0x5.1cp-4,0x5.18p-4,0x3EA3,0.3173828125,0.3193359375
16305,127,49,LP,closed,0x5.2cp-4,0x5.34p-4,0x5.3p-4,0x3EA6,0.3232421875,0.3251953125
16306,127,50,LP,open,0x5.44p-4,0x5.4cp-4,0x5.48p-4,0x3EA9,0.3291015625,0.3310546875
16307,127,51,LP,closed,0x5.5cp-4,0x5.64p-4,0x5.6p-4,0x3EAC,0.3349609375,0.3369140625
16308,127,52,LP,open,0x5.74p-4,0x5.7cp-4,0x5.78p-4,0x3EAF,0.3408203125,0.3427734375
16309,127,53,LP,open,0x5.84p-4,0x5.8cp-4,0x5.88p-4,0x3EB1,0.3447265625,0.3466796875
16310,127,54,LP,closed,0x5.9cp-4,0x5.a4p-4,0x5.ap-4,0x3EB4,0.3505859375,0.3525390625
16311,127,55,LP,open,0x5.b4p-4,0x5.bcp-4,0x5.b8p-4,0x3EB7,0.3564453125,0.3583984375
16312,127,56,LP,closed,0x5.ccp-4,0x5.d4p-4,0x5.dp-4,0x3EBA,0.3623046875,0.3642578125
16313,127,57,LP,open,0x5.e4p-4,0x5.ecp-4,0x5.e8p-4,0x3EBD,0.3681640625,0.3701171875
16314,127,58,LP,open,0x5.f4p-4,0x5.fcp-4,0x5.f8p-4,0x3EBF,0.3720703125,0.3740234375
16315,127,59,LP,closed,0x6.0cp-4,0x6.14p-4,0x6.1p-4,0x3EC2,0.3779296875,0.3798828125
16316,127,60,LP,open,0x6.24p-4,0x6.2cp-4,0x6.28p-4,0x3EC5,0.3837890625,0.3857421875
16317,127,61,LP,closed,0x6.3cp-4,0x6.44p-4,0x6.4p-4,0x3EC8,0.3896484375,0.3916015625
16318,127,62,LP,closed,0x6.4cp-4,0x6.54p-4,0x6.5p-4,0x3ECA,0.3935546875,0.3955078125
16319,127,63,LP,open,0x6.64p-4,0x6.6cp-4,0x6.68p-4,0x3ECD,0.3994140625,0.4013671875
16320,127,64,LP,closed,0x6.7cp-4,0x6.84p-4,0x6.8p-4,0x3ED0,0.4052734375,0.4072265625
16321,127,65,LP,closed,0x6.8cp-4,0x6.94p-4,0x6.9p-4,0x3ED2,0.4091796875,0.4111328125
16322,127,66,LP,open,0x6.a4p-4,0x6.acp-4,0x6.a8p-4,0x3ED5,0.4150390625,0.4169921875
16323,127,67,LP,closed,0x6.bcp-4,0x6.c4p-4,0x6.cp-4,0x3ED8,0.4208984375,0.4228515625
16324,127,68,LP,closed,0x6.ccp-4,0x6.d4p-4,0x6.dp-4,0x3EDA,0.4248046875,0.4267578125
16325,127,69,LP,open,0x6.e4p-4,0x6.ecp-4,0x6.e8p-4,0x3EDD,0.4306640625,0.4326171875
16326,127,70,LP,open,0x6.f4p-4,0x6.fcp-4,0x6.f8p-4,0x3EDF,0.4345703125,0.4365234375
16327,127,71,LP,closed,0x7.0cp-4,0x7.14p-4,0x7.1p-4,0x3EE2,0.4404296875,0.4423828125
16328,127,72,LP,closed,0x7.1cp-4,0x7.24p-4,0x7.2p-4,0x3EE4,0.4443359375,0.4462890625
16329,127,73,LP,open,0x7.34p-4,0x7.3cp-4,0x7.38p-4,0x3EE7,0.4501953125,0.4521484375
16330,127,74,LP,closed,0x7.4cp-4,0x7.54p-4,0x7.5p-4,0x3EEA,0.4560546875,0.4580078125
16331,127,75,LP,closed,0x7.5cp-4,0x7.64p-4,0x7.6p-4,0x3EEC,0.4599609375,0.4619140625
16332,127,76,LP,open,0x7.74p-4,0x7.7cp-4,0x7.78p-4,0x3EEF,0.4658203125,0.4677734375
16333,127,77,LP,open,0x7.84p-4,0x7.8cp-4,0x7.88p-4,0x3EF1,0.4697265625,0.4716796875
16334,127,78,LP,closed,0x7.9cp-4,0x7.a4p-4,0x7.ap-4,0x3EF4,0.4755859375,0.4775390625
16335,127,79,LP,closed,0x7.acp-4,0x7.b4p-4,0x7.bp-4,0x3EF6,0.4794921875,0.4814453125
16336,127,80,LP,open,0x7.c4p-4,0x7.ccp-4,0x7.c8p-4,0x3EF9,0.4853515625,0.4873046875
16337,127,81,LP,open,0x7.d4p-4,0x7.dcp-4,0x7.d8p-4,0x3EFB,0.4892578125,0.4912109375
16338,127,82,LP,open,0x7.e4p-4,0x7.ecp-4,0x7.e8p-4,0x3EFD,0.4931640625,0.4951171875
16339,127,83,LP,closed,0x7.fcp-4,0x8.08p-4,0x8p-4,0x3F00,0.4990234375,0.501953125
16340,127,84,LP,open,0x8.08p-4,0x8.18p-4,0x8.1p-4,0x3F01,0.501953125,0.505859375
16341,127,85,LP,closed,0x8.18p-4,0x8.28p-4,0x8.2p-4,0x3F02,0.505859375,0.509765625
16342,127,86,LP,closed,0x8.38p-4,0x8.48p-4,0x8.4p-4,0x3F04,0.513671875,0.517578125
16343,127,87,LP,open,0x8.48p-4,0x8.58p-4,0x8.5p-4,0x3F05,0.517578125,0.521484375
16344,127,88,LP,closed,0x8.58p-4,0x8.68p-4,0x8.6p-4,0x3F06,0.521484375,0.525390625
16345,127,89,LP,open,0x8.68p-4,0x8.78p-4,0x8.7p-4,0x3F07,0.525390625,0.529296875
16346,127,90,LP,closed,0x8.78p-4,0x8.88p-4,0x8.8p-4,0x3F08,0.529296875,0.533203125
16347,127,91,LP,open,0x8.88p-4,0x8.98p-4,0x8.9p-4,0x3F09,0.533203125,0.537109375
16348,127,92,LP,open,0x8.a8p-4,0x8.b8p-4,0x8.bp-4,0x3F0B,0.541015625,0.544921875
16349,127,93,LP,closed,0x8.b8p-4,0x8.c8p-4,0x8.cp-4,0x3F0C,0.544921875,0.548828125
16350,127,94,LP,open,0x8.c8p-4,0x8.d8p-4,0x8.dp-4,0x3F0D,0.548828125,0.552734375
16351,127,95,LP,closed,0x8.d8p-4,0x8.e8p-4,0x8.ep-4,0x3F0E,0.552734375,0.556640625
16352,127,96,LP,open,0x8.e8p-4,0x8.f8p-4,0x8.fp-4,0x3F0F,0.556640625,0.560546875
16353,127,97,LP,closed,0x8.f8p-4,0x9.08p-4,0x9p-4,0x3F10,0.560546875,0.564453125
16354,127,98,LP,closed,0x9.18p-4,0x9.28p-4,0x9.2p-4,0x3F12,0.568359375,0.572265625
16355,127,99,LP,open,0x9.28p-4,0x9.38p-4,0x9.3p-4,0x3F13,0.572265625,0.576171875
16356,127,100,LP,closed,0x9.38p-4,0x9.48p-4,0x9.4p-4,0x3F14,0.576171875,0.580078125
16357,127,101,LP,open,0x9.48p-4,0x9.58p-4,0x9.5p-4,0x3F15,0.580078125,0.583984375
16358,127,102,LP,closed,0x9.58p-4,0x9.68p-4,0x9.6p-4,0x3F16,0.583984375,0.587890625
16359,127,103,LP,open,0x9.68p-4,0x9.78p-4,0x9.7p-4,0x3F17,0.587890625,0.591796875
16360,127,104,LP,closed,0x9.78p-4,0x9.88p-4,0x9.8p-4,0x3F18,0.591796875,0.595703125
16361,127,105,LP,open,0x9.88p-4,0x9.98p-4,0x9.9p-4,0x3F19,0.595703125,0.599609375
16362,127,106,LP,closed,0x9.98p-4,0x9.a8p-4,0x9.ap-4,0x3F1A,0.599609375,0.603515625
16363,127,107,LP,closed,0x9.b8p-4,0x9.c8p-4,0x9.cp-4,0x3F1C,0.607421875,0.611328125
16364,127,108,LP,open,0x9.c8p-4,0x9.d8p-4,0x9.dp-4,0x3F1D,0.611328125,0.615234375
16365,127,109,LP,closed,0x9.d8p-4,0x9.e8p-4,0x9.ep-4,0x3F1E,0.615234375,0.619140625
16366,127,110,LP,open,0x9.e8p-4,0x9.f8p-4,0x9.fp-4,0x3F1F,0.619140625,0.623046875
16367,127,111,LP,closed,0x9.f8p-4,0xa.08p-4,0xap-4,0x3F20,0.623046875,0.626953125
16368,127,112,LP,open,0xa.08p-4,0xa.18p-4,0xa.1p-4,0x3F21,0.626953125,0.630859375
16369,127,113,LP,closed,0xa.18p-4,0xa.28p-4,0xa.2p-4,0x3F22,0.630859375,0.634765625
16370,127,114,LP,open,0xa.28p-4,0xa.38p-4,0xa.3p-4,0x3F23,0.634765625,0.638671875
16371,127,115,LP,closed,0xa.38p-4,0xa.48p-4,0xa.4p-4,0x3F24,0.638671875,0.642578125
16372,127,116,LP,open,0xa.48p-4,0xa.58p-4,0xa.5p-4,0x3F25,0.642578125,0.646484375
16373,127,117,LP,closed,0xa.58p-4,0xa.68p-4,0xa.6p-4,0x3F26,0.646484375,0.650390625
16374,127,118,LP,open,0xa.68p-4,0xa.78p-4,0xa.7p-4,0x3F27,0.650390625,0.654296875
16375,127,119,LP,closed,0xa.78p-4,0xa.88p-4,0xa.8p-4,0x3F28,0.654296875,0.658203125
16376,127,120,LP,open,0xa.88p-4,0xa.98p-4,0xa.9p-4,0x3F29,0.658203125,0.662109375
16377,127,121,LP,closed,0xa.98p-4,0xa.a8p-4,0xa.ap-4,0x3F2A,0.662109375,0.666015625
16378,127,122,LP,open,0xa.a8p-4,0xa.b8p-4,0xa.bp-4,0x3F2B,0.666015625,0.669921875
16379,127,123,LP,closed,0xa.b8p-4,0xa.c8p-4,0xa.cp-4,0x3F2C,0.669921875,0.673828125
16380,127,124,LP,open,0xa.c8p-4,0xa.d8p-4,0xa.dp-4,0x3F2D,0.673828125,0.677734375
16381,127,125,LP,closed,0xa.d8p-4,0xa.e8p-4,0xa.ep-4,0x3F2E,0.677734375,0.681640625
16382,127,126,LP,open,0xa.e8p-4,0xa.f8p-4,0xa.fp-4,0x3F2F,0.681640625,0.685546875
16383,127,127,LP,closed,0xa.f8p-4,0xb.08p-4,0xbp-4,0x3F30,0.685546875,0.689453125
16384,128,0,LP,open,0xb.08p-4,0xb.18p-4,0xb.1p-4,0x3F31,0.689453125,0.693359375
16385,128,1,LP,open,0xb.28p-4,0xb.38p-4,0xb.3p-4,0x3F33,0.697265625,0.701171875
16386,128,2,LP,open,0xb.48p-4,0xb.58p-4,0xb.5p-4,0x3F35,0.705078125,0.708984375
16387,128,3,LP,open,0xb.68p-4,0xb.78p-4,0xb.7p-4,0x3F37,0.712890625,0.716796875
16388,128,4,LP,open,0xb.88p-4,0xb.98p-4,0xb.9p-4,0x3F39,0.720703125,0.724609375
16389,128,5,LP,open,0xb.a8p-4,0xb.b8p-4,0xb.bp-4,0x3F3B,0.728515625,0.732421875
16390,128,6,LP,open,0xb.c8p-4,0xb.d8p-4,0xb.dp-4,0x3F3D,0.736328125,0.740234375
16391,128,7,LP,open,0xb.e8p-4,0xb.f8p-4,0xb.fp-4,0x3F3F,0.744140625,0.748046875
16392,128,8,LP,open,0xc.08p-4,0xc.18p-4,0xc.1p-4,0x3F41,0.751953125,0.755859375
16393,128,9,LP,open,0xc.28p-4,0xc.38p-4,0xc.3p-4,0x3F43,0.759765625,0.763671875
16394,128,10,LP,open,0xc.48p-4,0xc.58p-4,0xc.5p-4,0x3F45,0.767578125,0.771484375
16395,128,11,LP,open,0xc.68p-4,0xc.78p-4,0xc.7p-4,0x3F47,0.775390625,0.779296875
16396,128,12,LP,closed,0xc.78p-4,0xc.88p-4,0xc.8p-4,0x3F48,0.779296875,0.783203125
16397,128,13,LP,closed,0xc.98p-4,0xc.a8p-4,0xc.ap-4,0x3F4A,0.787109375,0.791015625
16398,128,14,LP,closed,0xc.b8p-4,0xc.c8p-4,0xc.cp-4,0x3F4C,0.794921875,0.798828125
16399,128,15,LP,closed,0xc.d8p-4,0xc.e8p-4,0xc.ep-4,0x3F4E,0.802734375,0.806640625
16400,128,16,LP,closed,0xc.f8p-4,0xd.08p-4,0xdp-4,0x3F50,0.810546875,0.814453125
16401,128,17,LP,open,0xd.08p-4,0xd.18p-4,0xd.1p-4,0x3F51,0.814453125,0.818359375
16402,128,18,LP,open,0xd.28p-4,0xd.38p-4,0xd.3p-4,0x3F53,0.822265625,0.826171875
16403,128,19,LP,open,0xd.48p-4,0xd.58p-4,0xd.5p-4,0x3F55,0.830078125,0.833984375
16404,128,20,LP,open,0xd.68p-4,0xd.78p-4,0xd.7p-4,0x3F57,0.837890625,0.841796875
16405,128,21,LP,closed,0xd.78p-4,0xd.88p-4,0xd.8p-4,0x3F58,0.841796875,0.845703125
16406,128,22,LP,closed,0xd.98p-4,0xd.a8p-4,0xd.ap-4,0x3F5A,0.849609375,0.853515625
16407,128,23,LP,closed,0xd.b8p-4,0xd.c8p-4,0xd.cp-4,0x3F5C,0.857421875,0.861328125
16408,128,24,LP,open,0xd.c8p-4,0xd.d8p-4,0xd.dp-4,0x3F5D,0.861328125,0.865234375
16409,128,25,LP,open,0xd.e8p-4,0xd.f8p-4,0xd.fp-4,0x3F5F,0.869140625,0.873046875
16410,128,26,LP,open,0xe.08p-4,0xe.18p-4,0xe.1p-4,0x3F61,0.876953125,0.880859375
16411,128,27,LP,closed,0xe.18p-4,0xe.28p-4,0xe.2p-4,0x3F62,0.880859375,0.884765625
16412,128,28,LP,closed,0xe.38p-4,0xe.48p-4,0xe.4p-4,0x3F64,0.888671875,0.892578125
16413,128,29,LP,closed,0xe.58p-4,0xe.68p-4,0xe.6p-4,0x3F66,0.896484375,0.900390625
16414,128,30,LP,open,0xe.68p-4,0xe.78p-4,0xe.7p-4,0x3F67,0.900390625,0.904296875
16415,128,31,LP,open,0xe.88p-4,0xe.98p-4,0xe.9p-4,0x3F69,0.908203125,0.912109375
16416,128,32,LP,open,0xe.a8p-4,0xe.b8p-4,0xe.bp-4,0x3F6B,0.916015625,0.919921875
16417,128,33,LP,closed,0xe.b8p-4,0xe.c8p-4,0xe.cp-4,0x3F6C,0.919921875,0.923828125
16418,128,34,LP,closed,0xe.d8p-4,0xe.e8p-4,0xe.ep-4,0x3F6E,0.927734375,0.931640625
16419,128,35,LP,open,0xe.e8p-4,0xe.f8p-4,0xe.fp-4,0x3F6F,0.931640625,0.935546875
16420,128,36,LP,open,0xf.08p-4,0xf.18p-4,0xf.1p-4,0x3F71,0.939453125,0.943359375
16421,128,37,LP,closed,0xf.18p-4,0xf.28p-4,0xf.2p-4,0x3F72,0.943359375,0.947265625
16422,128,38,LP,closed,0xf.38p-4,0xf.48p-4,0xf.4p-4,0x3F74,0.951171875,0.955078125
16423,128,39,LP,closed,0xf.58p-4,0xf.68p-4,0xf.6p-4,0x3F76,0.958984375,0.962890625
16424,128,40,LP,open,0xf.68p-4,0xf.78p-4,0xf.7p-4,0x3F77,0.962890625,0.966796875
16425,128,41,LP,open,0xf.88p-4,0xf.98p-4,0xf.9p-4,0x3F79,0.970703125,0.974609375
16426,128,42,LP,closed,0xf.98p-4,0xf.a8p-4,0xf.ap-4,0x3F7A,0.974609375,0.978515625
16427,128,43,LP,closed,0xf.b8p-4,0xf.c8p-4,0xf.cp-4,0x3F7C,0.982421875,0.986328125
16428,128,44,LP,open,0xf.c8p-4,0xf.d8p-4,0xf.dp-4,0x3F7D,0.986328125,0.990234375
16429,128,45,LP,open,0xf.e8p-4,0xf.f8p-4,0xf.fp-4,0x3F7F,0.994140625,0.998046875
16430,128,46,LP,closed,0xf.f8p-4,0x1.01p+0,0x1p+0,0x3F80,0.998046875,1.00390625
16431,128,47,LP,open,0x1.01p+0,0x1.03p+0,0x1.02p+0,0x3F81,1.00390625,1.01171875
16432,128,48,LP,open,0x1.01p+0,0x1.03p+0,0x1.02p+0,0x3F81,1.00390625,1.01171875
16433,128,49,LP,closed,0x1.03p+0,0x1.05p+0,0x1.04p+0,0x3F82,1.01171875,1.01953125
